epoch,train_loss,val_loss,overall_accuracy,precision,recall,f1_score,iou,time_seconds
1,0.3534059775536607,0.3354415724152013,0.9637706555818178,0.3559956427155938,0.8031194002556946,0.4933194235362866,0.32742141084029797,2007.3360872268677
